Date,Dividend,Ticker
1990-01-08 00:00:00-05:00,0.003125,ADBE
1990-03-26 00:00:00-05:00,0.00375,ADBE
1990-07-02 00:00:00-04:00,0.00375,ADBE
1990-09-14 00:00:00-04:00,0.00025,ADBE
1991-01-09 00:00:00-05:00,0.00025,ADBE
1991-03-22 00:00:00-05:00,0.005,ADBE
1991-06-26 00:00:00-04:00,0.005,ADBE
1991-09-25 00:00:00-04:00,0.005,ADBE
1992-01-09 00:00:00-05:00,0.005,ADBE
1992-03-23 00:00:00-05:00,0.005,ADBE
1992-06-23 00:00:00-04:00,0.005,ADBE
1992-09-24 00:00:00-04:00,0.005,ADBE
1993-01-19 00:00:00-05:00,0.005,ADBE
1993-03-26 00:00:00-05:00,0.00625,ADBE
1993-06-23 00:00:00-04:00,0.00625,ADBE
1993-10-01 00:00:00-04:00,0.00625,ADBE
1994-01-21 00:00:00-05:00,0.00625,ADBE
1994-03-28 00:00:00-05:00,0.00625,ADBE
1994-06-30 00:00:00-04:00,0.00625,ADBE
1994-09-29 00:00:00-04:00,0.00625,ADBE
1995-01-12 00:00:00-05:00,0.00625,ADBE
1995-03-31 00:00:00-05:00,0.00625,ADBE
1995-07-05 00:00:00-04:00,0.00625,ADBE
1995-10-04 00:00:00-04:00,0.00625,ADBE
1996-01-17 00:00:00-05:00,0.00625,ADBE
1996-04-02 00:00:00-05:00,0.00625,ADBE
1996-07-03 00:00:00-04:00,0.00625,ADBE
1996-09-30 00:00:00-04:00,0.00625,ADBE
1997-01-14 00:00:00-05:00,0.00625,ADBE
1997-03-27 00:00:00-05:00,0.00625,ADBE
1997-07-02 00:00:00-04:00,0.00625,ADBE
1997-07-29 00:00:00-04:00,0.00625,ADBE
1997-09-29 00:00:00-04:00,0.00625,ADBE
1997-12-30 00:00:00-05:00,0.00225,ADBE
1998-04-01 00:00:00-05:00,0.00225,ADBE
1998-07-01 00:00:00-04:00,0.00225,ADBE
1998-09-21 00:00:00-04:00,0.00625,ADBE
1998-12-23 00:00:00-05:00,0.00625,ADBE
1999-03-29 00:00:00-05:00,0.00625,ADBE
1999-06-29 00:00:00-04:00,0.00625,ADBE
1999-09-24 00:00:00-04:00,0.00625,ADBE
1999-12-23 00:00:00-05:00,0.00625,ADBE
2000-03-23 00:00:00-05:00,0.00625,ADBE
2000-06-30 00:00:00-04:00,0.00625,ADBE
2000-09-28 00:00:00-04:00,0.00625,ADBE
2001-01-02 00:00:00-05:00,0.0065,ADBE
2001-03-22 00:00:00-05:00,0.0065,ADBE
2001-06-22 00:00:00-04:00,0.0065,ADBE
2001-09-21 00:00:00-04:00,0.0065,ADBE
2001-12-31 00:00:00-05:00,0.0065,ADBE
2002-03-21 00:00:00-05:00,0.0065,ADBE
2002-06-21 00:00:00-04:00,0.0065,ADBE
2002-09-20 00:00:00-04:00,0.0065,ADBE
2003-01-07 00:00:00-05:00,0.0065,ADBE
2003-03-20 00:00:00-05:00,0.0065,ADBE
2003-06-19 00:00:00-04:00,0.0065,ADBE
2003-09-19 00:00:00-04:00,0.0065,ADBE
2004-01-07 00:00:00-05:00,0.0065,ADBE
2004-03-26 00:00:00-05:00,0.0065,ADBE
2004-06-25 00:00:00-04:00,0.0065,ADBE
2004-09-24 00:00:00-04:00,0.0065,ADBE
2004-12-23 00:00:00-05:00,0.0065,ADBE
2005-03-24 00:00:00-05:00,0.0065,ADBE
2024-06-10 00:00:00-04:00,0.2,GOOGL
2024-09-09 00:00:00-04:00,0.2,GOOGL
2024-12-09 00:00:00-05:00,0.2,GOOGL
2025-03-10 00:00:00-04:00,0.2,GOOGL
2025-06-09 00:00:00-04:00,0.21,GOOGL
2025-09-08 00:00:00-04:00,0.21,GOOGL
2024-06-10 00:00:00-04:00,0.2,GOOG
2024-09-09 00:00:00-04:00,0.2,GOOG
2024-12-09 00:00:00-05:00,0.2,GOOG
2025-03-10 00:00:00-04:00,0.2,GOOG
2025-06-09 00:00:00-04:00,0.21,GOOG
2025-09-08 00:00:00-04:00,0.21,GOOG
1962-05-07 00:00:00-04:00,0.0245,AEP
1962-08-07 00:00:00-04:00,0.0245,AEP
1962-11-07 00:00:00-05:00,0.027,AEP
1963-02-05 00:00:00-05:00,0.027,AEP
1963-05-07 00:00:00-04:00,0.027,AEP
1964-02-05 00:00:00-05:00,0.029,AEP
1964-05-06 00:00:00-04:00,0.029,AEP
1964-08-05 00:00:00-04:00,0.029,AEP
1964-11-06 00:00:00-05:00,0.031,AEP
1965-02-05 00:00:00-05:00,0.031,AEP
1965-05-05 00:00:00-04:00,0.031,AEP
1965-08-05 00:00:00-04:00,0.031,AEP
1965-11-05 00:00:00-05:00,0.033,AEP
1966-02-07 00:00:00-05:00,0.033,AEP
1966-05-05 00:00:00-04:00,0.033,AEP
1966-08-05 00:00:00-04:00,0.033,AEP
1966-11-04 00:00:00-05:00,0.036,AEP
1966-12-06 00:00:00-05:00,0.036,AEP
1967-02-07 00:00:00-05:00,0.036,AEP
1967-05-05 00:00:00-04:00,0.036,AEP
1967-06-14 00:00:00-04:00,0.033,AEP
1967-08-07 00:00:00-04:00,0.036,AEP
1967-11-06 00:00:00-05:00,0.038,AEP
1968-02-06 00:00:00-05:00,0.038,AEP
1968-05-06 00:00:00-04:00,0.038,AEP
1968-08-06 00:00:00-04:00,0.038,AEP
1969-02-04 00:00:00-05:00,0.04,AEP
1969-05-05 00:00:00-04:00,0.04,AEP
1969-08-05 00:00:00-04:00,0.04,AEP
1969-11-03 00:00:00-05:00,0.041,AEP
1970-02-04 00:00:00-05:00,0.41,AEP
1970-05-05 00:00:00-04:00,0.41,AEP
1970-08-04 00:00:00-04:00,0.41,AEP
1970-11-04 00:00:00-05:00,0.425,AEP
1971-02-04 00:00:00-05:00,0.425,AEP
1971-05-05 00:00:00-04:00,0.425,AEP
1971-08-04 00:00:00-04:00,0.425,AEP
1971-11-04 00:00:00-05:00,0.425,AEP
1972-02-04 00:00:00-05:00,0.445,AEP
1972-05-04 00:00:00-04:00,0.435,AEP
1972-08-04 00:00:00-04:00,0.435,AEP
1972-11-03 00:00:00-05:00,0.45,AEP
1973-02-05 00:00:00-05:00,0.45,AEP
1973-05-04 00:00:00-04:00,0.45,AEP
1973-08-06 00:00:00-04:00,0.475,AEP
1973-11-02 00:00:00-05:00,0.475,AEP
1974-02-04 00:00:00-04:00,0.475,AEP
1974-05-06 00:00:00-04:00,0.5,AEP
1974-11-04 00:00:00-05:00,0.5,AEP
1975-02-04 00:00:00-05:00,0.5,AEP
1975-05-05 00:00:00-04:00,0.5,AEP
1975-08-05 00:00:00-04:00,0.5,AEP
1975-11-03 00:00:00-05:00,0.5,AEP
1976-02-03 00:00:00-05:00,0.5,AEP
1976-05-04 00:00:00-04:00,0.5,AEP
1976-08-04 00:00:00-04:00,0.5,AEP
1976-11-04 00:00:00-05:00,0.515,AEP
1977-02-04 00:00:00-05:00,0.515,AEP
1977-05-04 00:00:00-04:00,0.515,AEP
1977-08-04 00:00:00-04:00,0.515,AEP
1977-11-03 00:00:00-05:00,0.53,AEP
1978-02-06 00:00:00-05:00,0.53,AEP
1978-05-04 00:00:00-04:00,0.53,AEP
1978-08-04 00:00:00-04:00,0.53,AEP
1978-10-31 00:00:00-05:00,0.545,AEP
1979-02-05 00:00:00-05:00,0.545,AEP
1979-05-04 00:00:00-04:00,0.545,AEP
1979-08-06 00:00:00-04:00,0.545,AEP
1979-11-02 00:00:00-05:00,0.555,AEP
1980-02-05 00:00:00-05:00,0.555,AEP
1980-05-05 00:00:00-04:00,0.555,AEP
1980-08-05 00:00:00-04:00,0.555,AEP
1981-02-04 00:00:00-05:00,0.565,AEP
1981-05-05 00:00:00-04:00,0.565,AEP
1981-08-04 00:00:00-04:00,0.565,AEP
1981-11-04 00:00:00-05:00,0.565,AEP
1982-02-04 00:00:00-05:00,0.565,AEP
1982-05-04 00:00:00-04:00,0.565,AEP
1982-08-04 00:00:00-04:00,0.565,AEP
1982-11-04 00:00:00-05:00,0.565,AEP
1983-02-04 00:00:00-05:00,0.565,AEP
1983-05-04 00:00:00-04:00,0.565,AEP
1983-08-04 00:00:00-04:00,0.565,AEP
1983-11-03 00:00:00-05:00,0.565,AEP
1984-02-06 00:00:00-05:00,0.565,AEP
1984-05-04 00:00:00-04:00,0.565,AEP
1984-08-06 00:00:00-04:00,0.565,AEP
1984-11-02 00:00:00-05:00,0.565,AEP
1985-02-05 00:00:00-05:00,0.565,AEP
1985-05-06 00:00:00-04:00,0.565,AEP
1985-08-05 00:00:00-04:00,0.565,AEP
1985-11-05 00:00:00-05:00,0.565,AEP
1986-02-04 00:00:00-05:00,0.565,AEP
1986-05-05 00:00:00-04:00,0.565,AEP
1986-08-05 00:00:00-04:00,0.565,AEP
1986-11-04 00:00:00-05:00,0.565,AEP
1987-02-04 00:00:00-05:00,0.565,AEP
1987-05-05 00:00:00-04:00,0.565,AEP
1987-08-04 00:00:00-04:00,0.645,AEP
1987-11-04 00:00:00-05:00,0.565,AEP
1988-02-04 00:00:00-05:00,0.565,AEP
1988-05-04 00:00:00-04:00,0.565,AEP
1988-08-04 00:00:00-04:00,0.592,AEP
1988-11-04 00:00:00-05:00,0.592,AEP
1989-02-06 00:00:00-05:00,0.58,AEP
1989-05-04 00:00:00-04:00,0.58,AEP
1989-08-04 00:00:00-04:00,0.6,AEP
1990-02-05 00:00:00-05:00,0.6,AEP
1990-05-04 00:00:00-04:00,0.6,AEP
1990-08-06 00:00:00-04:00,0.6,AEP
1990-11-05 00:00:00-05:00,0.6,AEP
1991-02-04 00:00:00-05:00,0.6,AEP
1991-05-06 00:00:00-04:00,0.6,AEP
1991-08-05 00:00:00-04:00,0.6,AEP
1991-11-04 00:00:00-05:00,0.6,AEP
1992-02-04 00:00:00-05:00,0.6,AEP
1992-05-04 00:00:00-04:00,0.6,AEP
1992-08-04 00:00:00-04:00,0.6,AEP
1992-11-04 00:00:00-05:00,0.6,AEP
1993-02-04 00:00:00-05:00,0.6,AEP
1993-05-04 00:00:00-04:00,0.6,AEP
1993-08-04 00:00:00-04:00,0.6,AEP
1993-11-04 00:00:00-05:00,0.6,AEP
1994-02-04 00:00:00-05:00,0.6,AEP
1994-05-04 00:00:00-04:00,0.6,AEP
1994-08-04 00:00:00-04:00,0.6,AEP
1994-11-04 00:00:00-05:00,0.6,AEP
1995-02-06 00:00:00-05:00,0.6,AEP
1995-05-04 00:00:00-04:00,0.6,AEP
