Date,Dividend,Ticker
1995-08-08 00:00:00-04:00,0.6,AEP
1995-11-08 00:00:00-05:00,0.6,AEP
1996-02-08 00:00:00-05:00,0.6,AEP
1996-05-08 00:00:00-04:00,0.6,AEP
1996-08-07 00:00:00-04:00,0.6,AEP
1996-11-06 00:00:00-05:00,0.6,AEP
1997-02-06 00:00:00-05:00,0.6,AEP
1997-05-07 00:00:00-04:00,0.6,AEP
1997-08-06 00:00:00-04:00,0.6,AEP
1997-11-06 00:00:00-05:00,0.6,AEP
1998-02-06 00:00:00-05:00,0.6,AEP
1998-05-06 00:00:00-04:00,0.6,AEP
1998-08-06 00:00:00-04:00,0.6,AEP
1998-11-06 00:00:00-05:00,0.6,AEP
1999-02-08 00:00:00-05:00,0.6,AEP
1999-05-06 00:00:00-04:00,0.6,AEP
1999-08-06 00:00:00-04:00,0.6,AEP
1999-11-08 00:00:00-05:00,0.6,AEP
2000-02-08 00:00:00-05:00,0.6,AEP
2000-05-08 00:00:00-04:00,0.6,AEP
2000-08-08 00:00:00-04:00,0.6,AEP
2000-11-08 00:00:00-05:00,0.6,AEP
2001-02-07 00:00:00-05:00,0.6,AEP
2001-05-08 00:00:00-04:00,0.6,AEP
2001-08-08 00:00:00-04:00,0.6,AEP
2001-11-07 00:00:00-05:00,0.6,AEP
2002-02-06 00:00:00-05:00,0.6,AEP
2002-05-08 00:00:00-04:00,0.6,AEP
2002-08-07 00:00:00-04:00,0.6,AEP
2002-11-06 00:00:00-05:00,0.6,AEP
2003-02-06 00:00:00-05:00,0.6,AEP
2003-05-07 00:00:00-04:00,0.35,AEP
2003-08-06 00:00:00-04:00,0.35,AEP
2003-11-06 00:00:00-05:00,0.35,AEP
2004-02-06 00:00:00-05:00,0.35,AEP
2004-05-06 00:00:00-04:00,0.35,AEP
2004-08-06 00:00:00-04:00,0.35,AEP
2004-11-08 00:00:00-05:00,0.35,AEP
2005-02-08 00:00:00-05:00,0.35,AEP
2005-05-06 00:00:00-04:00,0.35,AEP
2005-08-08 00:00:00-04:00,0.35,AEP
2005-11-08 00:00:00-05:00,0.37,AEP
2006-02-08 00:00:00-05:00,0.37,AEP
2006-05-08 00:00:00-04:00,0.37,AEP
2006-08-08 00:00:00-04:00,0.37,AEP
2006-11-08 00:00:00-05:00,0.39,AEP
2007-02-07 00:00:00-05:00,0.39,AEP
2007-05-08 00:00:00-04:00,0.39,AEP
2007-08-08 00:00:00-04:00,0.39,AEP
2007-11-07 00:00:00-05:00,0.41,AEP
2008-02-06 00:00:00-05:00,0.41,AEP
2008-05-07 00:00:00-04:00,0.41,AEP
2008-08-06 00:00:00-04:00,0.41,AEP
2008-11-06 00:00:00-05:00,0.41,AEP
2009-02-06 00:00:00-05:00,0.41,AEP
2009-05-06 00:00:00-04:00,0.41,AEP
2009-08-06 00:00:00-04:00,0.41,AEP
2009-11-06 00:00:00-05:00,0.41,AEP
2010-02-08 00:00:00-05:00,0.41,AEP
2010-05-06 00:00:00-04:00,0.42,AEP
2010-08-06 00:00:00-04:00,0.42,AEP
2010-11-08 00:00:00-05:00,0.46,AEP
2011-02-08 00:00:00-05:00,0.46,AEP
2011-05-06 00:00:00-04:00,0.46,AEP
2011-08-08 00:00:00-04:00,0.46,AEP
2011-11-08 00:00:00-05:00,0.47,AEP
2012-02-08 00:00:00-05:00,0.47,AEP
2012-05-08 00:00:00-04:00,0.47,AEP
2012-08-08 00:00:00-04:00,0.47,AEP
2012-11-07 00:00:00-05:00,0.47,AEP
2013-02-06 00:00:00-05:00,0.47,AEP
2013-05-08 00:00:00-04:00,0.49,AEP
2013-08-07 00:00:00-04:00,0.49,AEP
2013-11-06 00:00:00-05:00,0.5,AEP
2014-02-06 00:00:00-05:00,0.5,AEP
2014-05-07 00:00:00-04:00,0.5,AEP
2014-08-06 00:00:00-04:00,0.5,AEP
2014-11-06 00:00:00-05:00,0.53,AEP
2015-02-06 00:00:00-05:00,0.53,AEP
2015-05-06 00:00:00-04:00,0.53,AEP
2015-08-06 00:00:00-04:00,0.53,AEP
2015-11-06 00:00:00-05:00,0.56,AEP
2016-02-08 00:00:00-05:00,0.56,AEP
2016-05-06 00:00:00-04:00,0.56,AEP
2016-08-08 00:00:00-04:00,0.56,AEP
2016-11-08 00:00:00-05:00,0.59,AEP
2017-02-08 00:00:00-05:00,0.59,AEP
2017-05-08 00:00:00-04:00,0.59,AEP
2017-08-08 00:00:00-04:00,0.59,AEP
2017-11-09 00:00:00-05:00,0.62,AEP
2018-02-08 00:00:00-05:00,0.62,AEP
2018-05-09 00:00:00-04:00,0.62,AEP
2018-08-09 00:00:00-04:00,0.62,AEP
2018-11-08 00:00:00-05:00,0.67,AEP
2019-02-07 00:00:00-05:00,0.67,AEP
2019-05-09 00:00:00-04:00,0.67,AEP
2019-08-08 00:00:00-04:00,0.67,AEP
2019-11-07 00:00:00-05:00,0.7,AEP
2020-02-07 00:00:00-05:00,0.7,AEP
2020-05-07 00:00:00-04:00,0.7,AEP
2020-08-07 00:00:00-04:00,0.7,AEP
2020-11-09 00:00:00-05:00,0.74,AEP
2021-02-09 00:00:00-05:00,0.74,AEP
2021-05-07 00:00:00-04:00,0.74,AEP
2021-08-09 00:00:00-04:00,0.74,AEP
2021-11-09 00:00:00-05:00,0.78,AEP
2022-02-09 00:00:00-05:00,0.78,AEP
2022-05-09 00:00:00-04:00,0.78,AEP
2022-08-09 00:00:00-04:00,0.78,AEP
2022-11-09 00:00:00-05:00,0.83,AEP
2023-02-09 00:00:00-05:00,0.83,AEP
2023-05-09 00:00:00-04:00,0.83,AEP
2023-08-09 00:00:00-04:00,0.83,AEP
2023-11-09 00:00:00-05:00,0.88,AEP
2024-02-08 00:00:00-05:00,0.88,AEP
2024-05-09 00:00:00-04:00,0.88,AEP
2024-08-09 00:00:00-04:00,0.88,AEP
2024-11-08 00:00:00-05:00,0.93,AEP
2025-02-10 00:00:00-05:00,0.93,AEP
2025-05-09 00:00:00-04:00,0.93,AEP
2025-08-08 00:00:00-04:00,0.93,AEP
2011-08-16 00:00:00-04:00,0.28,AMGN
2011-11-15 00:00:00-05:00,0.28,AMGN
2012-02-13 00:00:00-05:00,0.36,AMGN
2012-05-14 00:00:00-04:00,0.36,AMGN
2012-08-14 00:00:00-04:00,0.36,AMGN
2012-11-13 00:00:00-05:00,0.36,AMGN
2013-02-11 00:00:00-05:00,0.47,AMGN
2013-05-14 00:00:00-04:00,0.47,AMGN
2013-08-14 00:00:00-04:00,0.47,AMGN
2013-11-12 00:00:00-05:00,0.47,AMGN
2014-02-11 00:00:00-05:00,0.61,AMGN
2014-05-13 00:00:00-04:00,0.61,AMGN
2014-08-12 00:00:00-04:00,0.61,AMGN
2014-11-10 00:00:00-05:00,0.61,AMGN
2015-02-10 00:00:00-05:00,0.79,AMGN
2015-05-12 00:00:00-04:00,0.79,AMGN
2015-08-13 00:00:00-04:00,0.79,AMGN
2015-11-12 00:00:00-05:00,0.79,AMGN
2016-02-11 00:00:00-05:00,1.0,AMGN
2016-05-13 00:00:00-04:00,1.0,AMGN
2016-08-15 00:00:00-04:00,1.0,AMGN
2016-11-14 00:00:00-05:00,1.0,AMGN
2017-02-13 00:00:00-05:00,1.15,AMGN
2017-05-15 00:00:00-04:00,1.15,AMGN
2017-08-15 00:00:00-04:00,1.15,AMGN
2017-11-16 00:00:00-05:00,1.15,AMGN
2018-02-14 00:00:00-05:00,1.32,AMGN
2018-05-16 00:00:00-04:00,1.32,AMGN
2018-08-16 00:00:00-04:00,1.32,AMGN
2018-11-15 00:00:00-05:00,1.32,AMGN
2019-02-14 00:00:00-05:00,1.45,AMGN
2019-05-16 00:00:00-04:00,1.45,AMGN
2019-08-14 00:00:00-04:00,1.45,AMGN
2019-11-14 00:00:00-05:00,1.45,AMGN
2020-02-13 00:00:00-05:00,1.6,AMGN
2020-05-15 00:00:00-04:00,1.6,AMGN
2020-08-14 00:00:00-04:00,1.6,AMGN
2020-11-13 00:00:00-05:00,1.6,AMGN
2021-02-11 00:00:00-05:00,1.76,AMGN
2021-05-14 00:00:00-04:00,1.76,AMGN
2021-08-16 00:00:00-04:00,1.76,AMGN
2021-11-15 00:00:00-05:00,1.76,AMGN
2022-02-14 00:00:00-05:00,1.94,AMGN
2022-05-16 00:00:00-04:00,1.94,AMGN
2022-08-17 00:00:00-04:00,1.94,AMGN
2022-11-16 00:00:00-05:00,1.94,AMGN
2023-02-14 00:00:00-05:00,2.13,AMGN
2023-05-17 00:00:00-04:00,2.13,AMGN
2023-08-17 00:00:00-04:00,2.13,AMGN
2023-11-16 00:00:00-05:00,2.13,AMGN
2024-02-15 00:00:00-05:00,2.25,AMGN
2024-05-16 00:00:00-04:00,2.25,AMGN
2024-08-16 00:00:00-04:00,2.25,AMGN
2024-11-18 00:00:00-05:00,2.25,AMGN
2025-02-14 00:00:00-05:00,2.38,AMGN
2025-05-16 00:00:00-04:00,2.38,AMGN
2025-08-22 00:00:00-04:00,2.38,AMGN
2003-11-25 00:00:00-05:00,0.04,ADI
2004-02-25 00:00:00-05:00,0.04,ADI
2004-05-26 00:00:00-04:00,0.06,ADI
2004-08-25 00:00:00-04:00,0.06,ADI
2004-12-01 00:00:00-05:00,0.06,ADI
2005-02-23 00:00:00-05:00,0.06,ADI
2005-05-25 00:00:00-04:00,0.1,ADI
2005-08-24 00:00:00-04:00,0.1,ADI
2005-11-22 00:00:00-05:00,0.1,ADI
2006-02-22 00:00:00-05:00,0.12,ADI
2006-05-24 00:00:00-04:00,0.16,ADI
2006-08-23 00:00:00-04:00,0.16,ADI
2006-11-21 00:00:00-05:00,0.16,ADI
2007-03-07 00:00:00-05:00,0.18,ADI
2007-05-30 00:00:00-04:00,0.18,ADI
2007-08-29 00:00:00-04:00,0.18,ADI
2007-12-05 00:00:00-05:00,0.18,ADI
2008-03-05 00:00:00-05:00,0.18,ADI
2008-05-28 00:00:00-04:00,0.2,ADI
2008-08-27 00:00:00-04:00,0.2,ADI
2008-12-03 00:00:00-05:00,0.2,ADI
2009-03-04 00:00:00-05:00,0.2,ADI
2009-05-27 00:00:00-04:00,0.2,ADI
2009-08-25 00:00:00-04:00,0.2,ADI
2009-12-02 00:00:00-05:00,0.2,ADI
2010-03-03 00:00:00-05:00,0.2,ADI
2010-05-26 00:00:00-04:00,0.22,ADI
2010-08-25 00:00:00-04:00,0.22,ADI
2010-12-01 00:00:00-05:00,0.22,ADI
2011-03-02 00:00:00-05:00,0.22,ADI
2011-05-25 00:00:00-04:00,0.25,ADI
2011-08-24 00:00:00-04:00,0.25,ADI
2011-11-30 00:00:00-05:00,0.25,ADI
2012-03-07 00:00:00-05:00,0.3,ADI
2012-05-30 00:00:00-04:00,0.3,ADI
2012-08-29 00:00:00-04:00,0.3,ADI
2012-12-05 00:00:00-05:00,0.3,ADI
2013-02-27 00:00:00-05:00,0.34,ADI
2013-05-29 00:00:00-04:00,0.34,ADI
2013-08-28 00:00:00-04:00,0.34,ADI
2013-12-04 00:00:00-05:00,0.34,ADI
2014-02-26 00:00:00-05:00,0.37,ADI
2014-05-28 00:00:00-04:00,0.37,ADI
2014-09-03 00:00:00-04:00,0.37,ADI
2014-12-03 00:00:00-05:00,0.37,ADI
2015-02-25 00:00:00-05:00,0.4,ADI
2015-05-27 00:00:00-04:00,0.4,ADI
2015-08-26 00:00:00-04:00,0.4,ADI
2015-12-02 00:00:00-05:00,0.4,ADI
2016-02-24 00:00:00-05:00,0.42,ADI
2016-05-25 00:00:00-04:00,0.42,ADI
2016-08-24 00:00:00-04:00,0.42,ADI
2016-11-30 00:00:00-05:00,0.42,ADI
2017-02-22 00:00:00-05:00,0.45,ADI
2017-06-07 00:00:00-04:00,0.45,ADI
2017-09-07 00:00:00-04:00,0.45,ADI
2017-11-30 00:00:00-05:00,0.45,ADI
2018-03-08 00:00:00-05:00,0.48,ADI
2018-06-07 00:00:00-04:00,0.48,ADI
2018-08-30 00:00:00-04:00,0.48,ADI
2018-11-28 00:00:00-05:00,0.48,ADI
2019-02-28 00:00:00-05:00,0.54,ADI
2019-05-30 00:00:00-04:00,0.54,ADI
2019-08-29 00:00:00-04:00,0.54,ADI
2019-12-05 00:00:00-05:00,0.54,ADI
2020-02-27 00:00:00-05:00,0.62,ADI
2020-05-28 00:00:00-04:00,0.62,ADI
2020-08-27 00:00:00-04:00,0.62,ADI
2020-12-03 00:00:00-05:00,0.62,ADI
2021-02-25 00:00:00-05:00,0.69,ADI
2021-05-27 00:00:00-04:00,0.69,ADI
2021-08-26 00:00:00-04:00,0.69,ADI
2021-12-02 00:00:00-05:00,0.69,ADI
2022-02-24 00:00:00-05:00,0.76,ADI
2022-05-27 00:00:00-04:00,0.76,ADI
2022-08-29 00:00:00-04:00,0.76,ADI
2022-12-02 00:00:00-05:00,0.76,ADI
2023-02-24 00:00:00-05:00,0.86,ADI
2023-06-02 00:00:00-04:00,0.86,ADI
2023-09-01 00:00:00-04:00,0.86,ADI
2023-12-01 00:00:00-05:00,0.86,ADI
2024-03-04 00:00:00-05:00,0.92,ADI
2024-06-04 00:00:00-04:00,0.92,ADI
2024-09-03 00:00:00-04:00,0.92,ADI
2024-12-09 00:00:00-05:00,0.92,ADI
2025-03-04 00:00:00-05:00,0.99,ADI
2025-06-04 00:00:00-04:00,0.99,ADI
2025-09-02 00:00:00-04:00,0.99,ADI
1987-05-11 00:00:00-04:00,0.000536,AAPL
1987-08-10 00:00:00-04:00,0.000536,AAPL
1987-11-17 00:00:00-05:00,0.000714,AAPL
1988-02-12 00:00:00-05:00,0.000714,AAPL
1988-05-16 00:00:00-04:00,0.000714,AAPL
1988-08-15 00:00:00-04:00,0.000714,AAPL
1988-11-21 00:00:00-05:00,0.000893,AAPL
1989-02-17 00:00:00-05:00,0.000893,AAPL
1989-05-22 00:00:00-04:00,0.000893,AAPL
1989-08-21 00:00:00-04:00,0.000893,AAPL
1989-11-17 00:00:00-05:00,0.000982,AAPL
1990-02-16 00:00:00-05:00,0.000982,AAPL
1990-05-21 00:00:00-04:00,0.000982,AAPL
1990-08-20 00:00:00-04:00,0.000982,AAPL
1990-11-16 00:00:00-05:00,0.001071,AAPL
1991-02-15 00:00:00-05:00,0.001071,AAPL
1991-05-20 00:00:00-04:00,0.001071,AAPL
1991-08-19 00:00:00-04:00,0.001071,AAPL
1991-11-18 00:00:00-05:00,0.001071,AAPL
1992-02-14 00:00:00-05:00,0.001071,AAPL
1992-06-01 00:00:00-04:00,0.001071,AAPL
1992-08-17 00:00:00-04:00,0.001071,AAPL
1992-11-30 00:00:00-05:00,0.001071,AAPL
1993-02-12 00:00:00-05:00,0.001071,AAPL
1993-05-28 00:00:00-04:00,0.001071,AAPL
1993-08-16 00:00:00-04:00,0.001071,AAPL
1993-11-19 00:00:00-05:00,0.001071,AAPL
1994-02-07 00:00:00-05:00,0.001071,AAPL
1994-05-27 00:00:00-04:00,0.001071,AAPL
1994-08-15 00:00:00-04:00,0.001071,AAPL
1994-11-18 00:00:00-05:00,0.001071,AAPL
1995-02-13 00:00:00-05:00,0.001071,AAPL
1995-05-26 00:00:00-04:00,0.001071,AAPL
1995-08-16 00:00:00-04:00,0.001071,AAPL
1995-11-21 00:00:00-05:00,0.001071,AAPL
2012-08-09 00:00:00-04:00,0.094643,AAPL
2012-11-07 00:00:00-05:00,0.094643,AAPL
2013-02-07 00:00:00-05:00,0.094643,AAPL
2013-05-09 00:00:00-04:00,0.108929,AAPL
2013-08-08 00:00:00-04:00,0.108929,AAPL
2013-11-06 00:00:00-05:00,0.108929,AAPL
2014-02-06 00:00:00-05:00,0.108929,AAPL
2014-05-08 00:00:00-04:00,0.1175,AAPL
2014-08-07 00:00:00-04:00,0.1175,AAPL
2014-11-06 00:00:00-05:00,0.1175,AAPL
2015-02-05 00:00:00-05:00,0.1175,AAPL
2015-05-07 00:00:00-04:00,0.13,AAPL
2015-08-06 00:00:00-04:00,0.13,AAPL
2015-11-05 00:00:00-05:00,0.13,AAPL
2016-02-04 00:00:00-05:00,0.13,AAPL
2016-05-05 00:00:00-04:00,0.1425,AAPL
2016-08-04 00:00:00-04:00,0.1425,AAPL
2016-11-03 00:00:00-04:00,0.1425,AAPL
2017-02-09 00:00:00-05:00,0.1425,AAPL
2017-05-11 00:00:00-04:00,0.1575,AAPL
2017-08-10 00:00:00-04:00,0.1575,AAPL
2017-11-10 00:00:00-05:00,0.1575,AAPL
2018-02-09 00:00:00-05:00,0.1575,AAPL
2018-05-11 00:00:00-04:00,0.1825,AAPL
2018-08-10 00:00:00-04:00,0.1825,AAPL
2018-11-08 00:00:00-05:00,0.1825,AAPL
2019-02-08 00:00:00-05:00,0.1825,AAPL
2019-05-10 00:00:00-04:00,0.1925,AAPL
2019-08-09 00:00:00-04:00,0.1925,AAPL
2019-11-07 00:00:00-05:00,0.1925,AAPL
2020-02-07 00:00:00-05:00,0.1925,AAPL
2020-05-08 00:00:00-04:00,0.205,AAPL
2020-08-07 00:00:00-04:00,0.205,AAPL
2020-11-06 00:00:00-05:00,0.205,AAPL
2021-02-05 00:00:00-05:00,0.205,AAPL
2021-05-07 00:00:00-04:00,0.22,AAPL
2021-08-06 00:00:00-04:00,0.22,AAPL
2021-11-05 00:00:00-04:00,0.22,AAPL
2022-02-04 00:00:00-05:00,0.22,AAPL
2022-05-06 00:00:00-04:00,0.23,AAPL
