Open,High,Low,Close,Volume,Ticker,Growth_Pct
0.8400943279266357,0.8443156783566781,0.7631676614192741,0.7870901168329728,535796800,AAPL,0.0
0.7692657113075256,0.8302435030866655,0.7594151620470131,0.8124193557534954,512377600,AAPL,3.2180862621475015
0.7805227041244507,0.829774661148282,0.773018154087292,0.7786465540897917,778321600,AAPL,-1.0727567990760245
0.7129772901535034,0.803037770348982,0.7129772901535034,0.796471272627991,767972800,AAPL,1.191878235336663
0.7467504143714905,0.7580081141500006,0.7167305663488671,0.7242351150174074,460734400,AAPL,-7.985744004571682
0.7336167097091675,0.767388861476656,0.7111014074484417,0.7655127115419497,505064000,AAPL,-2.741414843048018
0.6960915923118591,0.745812606425364,0.6792055381830315,0.7200140492689072,441548800,AAPL,-8.522031484013626
0.6543448567390442,0.7167306077542647,0.6491846055869582,0.7129774564274761,976068800,AAPL,-9.416032398387241
0.7261111736297607,0.7411211218447079,0.6942151777147119,0.7091074375866951,1032684800,AAPL,-9.907719278709514
0.7537859082221985,0.7673887064467647,0.7458123101866503,0.7505026590251218,390376000,AAPL,-4.648445841890192
0.7800537347793579,0.7955335388434669,0.753786130219795,0.7580082821123493,459177600,AAPL,-3.694854515216195
0.7997547388076782,0.8161717891945548,0.7758322873045903,0.792718387685125,597643200,AAPL,0.7150732466059573
0.8518211245536804,0.9118608392859392,0.8518211245536804,0.8668310281860031,1831132800,AAPL,10.131103116106344
0.8354038596153259,0.8574493601138709,0.8269604084247622,0.8574493601138709,495924800,AAPL,8.939159795831731
0.79740971326828,0.8461917719333815,0.7889662108493657,0.8138267161112364,440876800,AAPL,3.396891754383091
0.8424392342567444,0.8490066347614256,0.7683276411429724,0.7880279388012676,497145600,AAPL,0.11915052015496475
0.8269604444503784,0.8569803474431408,0.8236772445828612,0.8255533444781634,367158400,AAPL,4.8867628779225125
0.8255531787872314,0.8480685273754587,0.8030378803004709,0.8166406789930389,340144000,AAPL,3.754406455892134
0.7626984119415283,0.8321197080570601,0.7551938632856565,0.8119504100015169,423348800,AAPL,3.1585065848082072
0.7786465287208557,0.77958462875836,0.7092252721909219,0.7580082276928084,701680000,AAPL,-3.694861429232743
0.7523788213729858,0.7880279705783426,0.7505027217619402,0.7805225701047787,318035200,AAPL,-0.8344084861108492
0.7415903806686401,0.7664508852637621,0.7279875282864433,0.7561321347828147,464195200,AAPL,-3.9332195117281143
0.7753632068634033,0.7823995572549817,0.7523788076339044,0.7528478575788351,475193600,AAPL,-4.350487767769062
0.8105433583259583,0.8255532581513001,0.7777084070971642,0.7800536068732729,425320000,AAPL,-0.8939903842285379
0.856042206287384,0.8574493562935052,0.7950644033838021,0.810543404161455,441067200,AAPL,2.9797461341341203
0.8621405363082886,0.871521135304172,0.8349348352424846,0.8555731350222991,408643200,AAPL,8.700784919633154
0.8452534675598145,0.879026467045218,0.8438464179025746,0.8565111674559284,299364800,AAPL,8.819962179462525
0.8518211245536804,0.854635324917603,0.8255534675374689,0.8471307238118306,302982400,AAPL,7.628174423081835
0.8161717653274536,0.8565112159363085,0.8124194656908623,0.8527589162997173,212251200,AAPL,8.343237713487905
0.869175910949707,0.8696449608998297,0.8152336135400788,0.8203930126870213,367539200,AAPL,4.231141408311645
0.893097996711731,0.9001343443171663,0.8644852599800288,0.8649543097392325,485744000,AAPL,9.892665559003987
0.8565113544464111,0.8865320610616246,0.8415014520521245,0.8837170593061409,378246400,AAPL,12.276477674750573
0.8621405363082886,0.8668308358062302,0.8490067357657699,0.8644856860572594,289497600,AAPL,9.833126800740978
0.8349345326423645,0.8658924220054686,0.8321194821982102,0.8602640245666252,233441600,AAPL,9.296763632109052
0.8541664481163025,0.8776198594253324,0.8006931232492227,0.8264917354049716,422296000,AAPL,5.005985684401648
0.8724594116210938,0.8930986173988925,0.833058002029966,0.849827269046832,473099200,AAPL,7.970771182630987
0.8646023869514465,0.8940363965100641,0.838686953188917,0.8804335481127827,376432000,AAPL,11.859306740554354
0.8283676505088806,0.8780887130319472,0.8264915503733125,0.8616716594608737,249144000,AAPL,9.475604004277915
0.8499446511268616,0.8630784503649277,0.8133575029739781,0.8264913022120444,328328000,AAPL,5.005930647129797
0.8602643013000488,0.879964600499463,0.8447845500156278,0.85228985057073,368961600,AAPL,8.283642793039059
0.977998673915863,0.9911324742475476,0.8893461228946592,0.889815172877513,1077003200,AAPL,13.051244558612506
0.9156137108802797,0.9601745608667832,0.9057631603620198,0.9531390116272804,311259200,AAPL,21.096554415197243
0.9606435894966124,0.9624029529148886,0.9006038849558838,0.9371901869269408,323366400,AAPL,19.070252171114532
0.9432887434959412,0.969087301542411,0.9381284907905928,0.9456338938768488,210560000,AAPL,20.143027291691972
0.92218017578125,0.9564222256207554,0.9090463761208084,0.9489168250610144,273011200,AAPL,20.56012453557241
0.9156137108802797,0.930154660959189,0.8898151605569756,0.9221802101434232,271230400,AAPL,17.16323079420874
0.9174897074699402,0.9381280020592436,0.8874698142147562,0.9071701092621448,276718400,AAPL,15.256193650650808
0.9437575340270996,0.9601745842075836,0.9081083321159996,0.9132685834019928,248606400,AAPL,16.031006344829525
0.9104536771774292,0.9493860326645528,0.8968508252993654,0.9165519288731344,303956800,AAPL,16.448156223975886
0.8574492335319519,0.9324997281871008,0.8555730337924071,0.9097498544172448,428579200,AAPL,15.583950930272117
0.8724594116210938,0.902480120117422,0.856511408115908,0.8677691111751772,443609600,AAPL,10.250286799030551
0.9123296737670898,0.9156137250731116,0.8593254223697909,0.880433673662585,378100800,AAPL,11.859322691688746
