Open,High,Low,Close,Volume
227.67079162597656,228.31922131738446,224.45853931227538,224.47849544461576,44923900
224.4585418701172,226.3739196007606,223.73030286311794,225.8551667084814,47923700
227.4712677001953,229.18712968944305,224.62812021676072,224.70792952115227,44686000
227.73065185546875,229.60613257977118,226.11455519341968,226.43377721041003,36211800
228.44891357421875,229.37666823104936,225.34639715216647,227.51117324017346,35169600
227.97007751464844,229.60613029336434,225.16684213362325,228.3292117939797,42108300
229.3168182373047,230.16477882059493,227.51117639639193,227.51117639639193,38168300
232.30960083007812,232.68869124314412,229.1871434272115,230.9030055193102,90152800
234.49432373046875,235.00310615337486,232.76849125195545,232.76849125195545,45986200
234.36463928222656,235.12282010257627,233.24733940643014,233.9057547855541,33498400
236.7588653564453,237.2377059705746,233.40695061340287,234.24492549364632,28481400
239.013427734375,240.21053691361496,236.58928278806928,236.69901868412032,48137100
242.06607055664062,242.1758064568113,238.32509471728144,239.232908507596,38861000
242.42520141601562,243.5225604021956,240.66944226019712,242.28553892887177,44383900
242.4551239013672,243.95151419061432,241.54732536132988,243.40284992887905,40033900
242.25559997558594,244.04130085085734,241.49743440151175,242.32543882662802,36870600
246.1562042236328,246.64503053466012,241.16823655952678,241.24804586880077,44649200
247.1737518310547,247.612695417372,244.7495916510093,246.2958646584201,36914800
245.89683532714844,250.19646101706442,245.66737785476369,247.3632990378159,45205800
247.36329650878906,248.1414182384854,245.08876927344312,246.2958641332418,32777500
247.5328826904297,248.69007959411312,245.647431564018,247.223631137632,33155300
250.43588256835938,250.77507595019196,247.05404098232512,247.3932343641577,51694800
252.8699951171875,253.21915892963332,249.1789022262073,249.47818331943677,51356400
247.4530792236328,253.66808268004456,247.14382766353577,251.55318925842403,56774100
249.1888885498047,251.3935770141874,246.49538898335234,246.90440599607692,60882300
253.87759399414062,254.3863612366688,245.09876750312787,247.44310326755718,147495300
254.6557159423828,255.03479114956258,252.8400883307868,254.15691915529422,40858800
257.57867431640625,257.58862955018265,254.67565812568793,254.87518901917565,23234700
258.39666748046875,259.47408555117545,257.0100282923795,257.56867823862046,27237100
254.9749298095703,258.0774615569102,252.4510193654514,257.20952960207876,42355300
251.59307861328125,252.88995321263158,250.14657107718884,251.62300520062965,35557500
249.81736755371094,252.67048563095815,248.82974448856297,251.83251072711272,39480700
243.26319885253906,248.5005651105234,241.23808511721737,248.3309608077005,55740700
242.7743682861328,243.5923870862029,241.3079045417172,242.7743682861328,40244100
244.41041564941406,246.73481040856498,242.61474424512696,243.72207367593157,45045600
241.62713623046875,244.9590949760797,240.76920518354387,242.3952722906863,40856000
242.11595153808594,243.12353076570005,239.47233471944105,241.33782978685954,37628900
236.28004455566406,239.58207685657038,232.43930319937854,239.43242868693397,61710900
233.83592224121094,234.10527676213235,229.16719172961072,232.96802072299363,49630700
232.71861267089844,235.55177458449063,231.9105643637605,234.1850763475817,39435300
237.2975616455078,238.38495013235746,233.86583756026477,234.07533889356793,39832000
227.710693359375,237.4372302632713,227.4812511099753,236.77883010316478,71759100
229.4265594482422,231.73099810398455,227.93016912923343,231.5614090278119,68488300
222.10421752929688,223.87993275191027,218.85206818023312,223.46094530610958,98070400
223.29136657714844,223.58066200952604,219.26108010259503,219.26108010259503,64126500
223.1217803955078,226.4836658384098,221.76505253825962,224.19918327232872,60234800
222.24388122558594,225.08702882156655,220.877182986192,224.23906824814947,54697900
229.30685424804688,231.59133678218907,223.44099929694335,223.4809115633434,94863400
237.68663024902344,239.61199368769647,230.25456145518996,230.2944737209622,75707600
238.7839813232422,239.28277807440017,233.446849997024,233.55658589116152,45486100
237.0182342529297,240.21053038482776,236.63915907674937,238.09563705158317,55658300
235.4320831298828,246.59515764263173,232.87824601959832,246.59515764263173,101075100
227.46128845214844,231.27210292869276,225.1568499027089,229.4365345420127,73063300
232.23977661132812,232.5689843025687,226.10456727432145,226.70312948058964,45067300
231.91058349609375,232.11009917003332,227.7206934550818,227.98006230899622,39620300
232.6587677001953,233.23737378273856,229.875473186273,230.7334042435517,29925300
227.08221435546875,233.43688010961284,226.71309440770742,232.04025529180169,39707200
227.3518524169922,230.2880044885276,226.90244480659103,229.26935130196645,33115600
232.3153533935547,234.92193591818142,227.83124330015124,227.90114370319637,53718400
236.55978393554688,236.64967765066982,230.377888084301,230.89721134547665,45243300
241.21368408203125,242.02262084431055,235.2614980047627,236.5997394445533,53614100
244.2796630859375,245.22841586050225,240.67439035154717,240.93404435379279,40896200
244.14984130859375,244.85890295305822,241.52328070167576,243.83025306858283,48822500
244.54930114746094,245.68780753699892,242.84154918255663,244.33958470767533,32204200
245.508056640625,246.4568094488268,243.9700649298591,244.61922281669615,32316900
245.22842407226562,248.36431123309396,244.89885442060717,245.6278941258364,53197400
246.77639770507812,248.53408727873096,244.09989957647335,244.609226181644,51326400
246.71646118164062,249.67259136851834,244.58926106556868,247.67521063757022,48013300
240.0452117919922,244.65915630674968,238.8168269352331,244.01001367840516,44433600
236.98922729492188,242.14247324939222,236.74953612071198,239.09646458024955,41153600
241.5232696533203,241.77294223985544,229.89851463379637,236.63967447024518,56833400
237.71826171875,243.71040379171194,235.80077808405883,241.47333193183624,47184000
