Date,Open,High,Low,Close,Volume,Ticker
2000-01-03,5.60581636428833,5.72443077558911,5.353116166017481,5.654809319492527,5847525,MCHP
2000-01-04,5.203561782836914,5.724433248929909,5.198404124215805,5.708961866575939,6174900,MCHP
2000-01-05,5.244818210601807,5.332489367381146,5.033374946618067,5.2602890600402,4301100,MCHP
2000-01-06,5.105574607849121,5.2499746730874755,4.981802516308064,5.16230352740291,4924125,MCHP
2000-01-07,4.9714884757995605,5.141673630023494,4.847716923376167,5.141673630023494,6891075,MCHP
2000-01-10,5.332488536834717,5.404688832930313,5.074631171188454,5.105574458754934,8261325,MCHP
2000-01-11,5.141672134399414,5.4201579135529165,5.079786641773956,5.291229803916545,5285925,MCHP
2000-01-12,5.5542449951171875,5.652230372293021,5.157144767790702,5.2087165501054224,9172575,MCHP
2000-01-13,5.879147529602051,5.899776037283818,5.549089813184584,5.724432659649335,7504650,MCHP
2000-01-14,5.5026750564575195,6.002917905391139,5.487203677423769,5.961660894634471,19287450,MCHP
2000-01-18,5.440790176391602,5.636761000396232,5.404689756589436,5.569718350078858,6413850,MCHP
2000-01-19,5.5645623207092285,5.693491050996668,5.445947846351196,5.518147637857052,3897450,MCHP
2000-01-20,5.791473388671875,5.796630513881777,5.6109734751557445,5.672859508844125,4116825,MCHP
2000-01-21,5.466573238372803,5.801787958277126,5.435630488243968,5.801787958277126,6173550,MCHP
2000-01-24,5.342803001403809,5.755374124421716,5.280916429962783,5.461417425018542,2602800,MCHP
2000-01-25,5.569716930389404,5.569716930389404,5.22418845064135,5.368588499534053,3282525,MCHP
2000-01-26,5.31186056137085,5.662546762288407,5.239660258087645,5.574875079266594,2889000,MCHP
2000-01-27,5.1262030601501465,5.5851888822423,5.043689041528449,5.347960547535266,5478300,MCHP
2000-01-28,4.801302433013916,5.12620296907333,4.662059497894065,5.115888716928871,5796900,MCHP
2000-01-31,5.188089370727539,5.188089370727539,4.641431788743015,4.796146128584141,5984550,MCHP
2000-02-01,5.193243980407715,5.30025497683043,4.950858599808802,5.13135848693637,3642300,MCHP
2000-02-02,5.3015456199646,5.4046881278313545,5.079787634542354,5.219030551332048,2467125,MCHP
2000-02-03,5.734745025634766,5.7760020274166575,5.384059448149573,5.384059448149573,5771250,MCHP
2000-02-04,5.598081588745117,5.786317477888037,5.52846012460566,5.652231144258368,6959250,MCHP
2000-02-07,5.734745025634766,5.786316809031687,5.523302360333014,5.549087986446697,2132325,MCHP
2000-02-08,5.859809398651123,6.180842106531081,5.770848534192458,5.817262690408761,5495850,MCHP
2000-02-09,5.886880874633789,6.049331126648374,5.678016492544861,5.941031489808242,3264300,MCHP
2000-02-10,6.157631874084473,6.188574096540267,5.886880920768723,5.933295582376404,3723300,MCHP
2000-02-11,5.9100871086120605,6.234987021184975,5.832730239508745,6.173101525902322,3567600,MCHP
2000-02-14,6.095746994018555,6.289140585703052,5.879147658607199,5.894618508538267,2519100,MCHP
2000-02-15,5.933294296264648,6.126687261257517,5.817258198567239,6.049329862792577,4229550,MCHP
2000-02-16,5.956503391265869,6.188575145117153,5.941032543001428,6.064804109644133,3726000,MCHP
2000-02-17,6.157631874084473,6.188574096540267,5.879146029116769,6.157631874084473,2547900,MCHP
2000-02-18,5.89461612701416,6.149895139964886,5.817258721594055,6.142159186955063,2821950,MCHP
2000-02-22,5.832732200622559,6.002917901040134,5.6161318319677,5.894617716712705,2858850,MCHP
2000-02-23,6.118953227996826,6.281403497019895,5.801789175860808,5.801789175860808,3325500,MCHP
2000-02-24,6.660450458526611,6.699129151683785,6.118950347834368,6.122818854553362,5243400,MCHP
2000-02-25,6.3200812339782715,6.846110140139872,6.3200812339782715,6.74554539986665,3921300,MCHP
2000-02-28,6.598567962646484,6.683660807425882,6.111217695438347,6.335553473705784,4579200,MCHP
2000-02-29,7.7279815673828125,7.867224478506826,6.838374020627213,6.838374020627213,10793700,MCHP
2000-03-01,7.662230968475342,7.8285497904028185,7.410820871062284,7.7125136253617,8995950,MCHP
2000-03-02,7.650624752044678,8.107032756458311,7.31798935514673,7.718312755687895,6065100,MCHP
2000-03-03,8.331369400024414,8.354576734677302,7.782133572986784,7.797604952365481,5350050,MCHP
2000-03-06,8.679475784301758,9.282862698983704,8.354575791681786,8.38551907811624,5841000,MCHP
2000-03-07,8.942489624023438,9.576818717234634,8.292689685460774,8.957960469374907,6177600,MCHP
2000-03-08,8.602120399475098,9.53040699515835,8.416463292806347,9.282864894493015,6322950,MCHP
