Date,Open,High,Low,Close,Volume,Ticker
2000-01-03,26.673749923706055,26.729089653838223,23.906763417097544,26.39013380677868,5070600,INTU
2000-01-04,26.950456619262695,27.50385408577733,25.09657510643867,25.290264219718793,6766400,INTU
2000-01-05,34.72568893432617,35.3897658541858,27.227153714244583,27.42084281587031,22553000,INTU
2000-01-06,30.99024200439453,33.61887860298157,30.99024200439453,32.51208424568176,8734000,INTU
2000-01-07,32.567420959472656,33.093148230696094,28.19558365140411,30.824220007521276,8537800,INTU
2000-01-10,37.68635559082031,39.84460502994218,32.429081316036275,33.203837524951815,8397400,INTU
2000-01-11,36.46889114379883,37.354327044103506,35.085397549572775,36.71791999075952,5694200,INTU
2000-01-12,31.488300323486328,36.21984632991529,29.385390987295676,36.192176470228574,8344000,INTU
2000-01-13,35.41743469238281,36.19219107627869,32.45675851106644,32.59510786533356,7782200,INTU
2000-01-14,36.026187896728516,38.0184194854877,34.365994906095864,36.662595209804365,5880800,INTU
2000-01-18,33.97860336303711,35.99850405155642,33.42520591412771,35.99850405155642,3520400,INTU
2000-01-19,32.982479095458984,34.58733126621119,32.73345031034226,34.089273695977745,3553600,INTU
2000-01-20,33.81257247924805,34.67033822953994,32.761117688567666,33.42519439847106,4420800,INTU
2000-01-21,33.48052978515625,35.08538162609762,32.81645316131844,34.974702188791326,6374400,INTU
2000-01-24,29.911130905151367,33.48054430641365,29.828121291168525,33.45287443508604,4457400,INTU
2000-01-25,31.12859535217285,31.986361090766056,30.160150163438583,30.990246039496526,5063400,INTU
2000-01-26,29.108699798583984,32.318404339112256,29.025690198397907,31.54364807070888,2935600,INTU
2000-01-27,28.333946228027344,31.405301727354527,26.75676367431879,29.689769826829433,6132200,INTU
2000-01-28,25.56695556640625,28.942679136862488,25.068897990437296,27.918894119592974,7144600,INTU
2000-01-31,26.701416015625,27.033454349498058,24.57083670660622,25.179573652040155,6092400,INTU
2000-02-01,28.69365119934082,28.721321065492546,26.231033111837124,27.53151682096829,4481400,INTU
2000-02-02,30.049482345581055,31.432976007900624,28.998027162218182,29.081036781957355,6300200,INTU
2000-02-03,30.82423973083496,31.12860834577139,28.998028041216372,30.63055061223905,5153000,INTU
2000-02-04,30.65821647644043,31.9863702588133,30.215498548982804,31.426055381874743,3843000,INTU
2000-02-07,29.911130905151367,30.71355717365219,29.579092449219992,30.71355717365219,2878800,INTU
2000-02-08,30.54753875732422,31.875692616338316,30.381519524947457,30.962586838266127,4420200,INTU
2000-02-09,28.88734245300293,31.121684314190656,28.748993111752917,30.685883889253112,5163000,INTU
2000-02-10,28.22325897216797,28.638306898229263,27.005785055721507,28.499957589542163,6262200,INTU
2000-02-11,27.00579071044922,28.278604616884323,26.507733094887655,27.91889633897875,5457800,INTU
2000-02-14,26.452396392822266,27.17181303112078,26.1203579443768,27.17181303112078,3166200,INTU
2000-02-15,25.428604125976562,27.0057863187738,24.34947946774687,26.28636987995401,8945000,INTU
2000-02-16,27.03345489501953,27.89122060816754,25.788311117869195,26.120349458442618,7932800,INTU
2000-02-17,28.4722957611084,28.610645108830013,27.448510587968446,27.974238109310583,4530400,INTU
2000-02-18,27.08880043029785,29.10870076881853,26.50773320962752,29.10870076881853,4089000,INTU
2000-02-22,27.503854751586914,27.725213743551393,26.45239953975562,26.839777775693467,4723600,INTU
2000-02-23,29.911130905151367,30.132489875772286,27.282493129027984,27.310163000355598,7542400,INTU
2000-02-24,32.01403045654297,32.207719491284365,30.10480997123487,30.38150859229402,10621000,INTU
2000-02-25,25.926658630371094,28.112577554383172,25.234912135430562,27.8912186760022,42818200,INTU
2000-02-28,23.768409729003906,26.341706707813408,23.325691969208723,25.926658808005424,11239600,INTU
2000-02-29,23.24268913269043,24.294144117264523,22.689291772388277,24.238804381234306,10886000,INTU
2000-03-01,21.361135482788086,23.85142329813903,21.139776565868004,23.29802600583882,15564800,INTU
2000-03-02,20.614051818847656,21.969875361295355,20.143664059222946,21.55482733809708,10233800,INTU
2000-03-03,23.408708572387695,24.349484094209423,21.928370618932917,22.689291996876964,11739400,INTU
2000-03-06,24.37714958190918,25.345594797989566,23.82375231557753,24.570838625125255,9520600,INTU
2000-03-07,22.88298225402832,25.12424170091622,22.357254729449675,24.958222482628226,6480400,INTU
2000-03-08,22.744632720947266,23.851427500555403,22.46793402604523,23.685408283614183,5495400,INTU
2000-03-09,24.90287208557129,24.958211801317002,22.13588629828559,22.357245161268445,10622800,INTU
2000-03-10,25.871328353881836,26.397055881928633,24.321815639638647,24.460164989124646,9411800,INTU
2000-03-13,23.68541145324707,25.428613464408947,23.657741580054026,25.373273718022855,6526800,INTU
2000-03-14,22.606281280517578,24.792200767862607,22.578611413589158,24.46016236472159,4877600,INTU
2000-03-15,22.163562774658203,23.464046483033904,21.61016545194514,23.464046483033904,6086000,INTU
2000-03-16,22.993661880493164,23.470967136135172,20.475703720294756,22.910652270816293,10410800,INTU
2000-03-17,24.12812614440918,24.349485099862477,23.242690322595998,23.796087711229237,10756200,INTU
2000-03-20,22.578611373901367,24.294143120447792,22.135893503824867,24.072784185409546,4196800,INTU
2000-03-21,23.436376571655273,23.49171630381975,21.36113661548745,22.578610723105907,4976000,INTU
2000-03-22,23.215017318725586,23.408706378595763,22.578610407723573,23.187347453029847,5362800,INTU
2000-03-23,24.764522552490234,25.124230701297357,22.412584656443677,22.578603802046963,10817600,INTU
2000-03-24,26.452396392822266,27.061133548305623,25.124242599040397,25.179582340447972,18189600,INTU
2000-03-27,26.092679977416992,27.171804600024906,25.871321080471777,26.563067633425568,6544400,INTU
2000-03-28,24.81987190246582,25.954336504473734,24.76453216578251,25.954336504473734,3646000,INTU
2000-03-29,22.993661880493164,25.01356238263035,22.799972791247132,25.01356238263035,7193400,INTU
2000-03-30,22.550941467285156,23.768415607850244,22.357252399467985,22.63395106777823,5657800,INTU
2000-03-31,24.072784423828125,24.34948309536638,22.523271863213903,23.02132947198276,6323800,INTU
2000-04-03,21.831527709960938,23.79608850515387,21.693178358186785,23.46405006089591,4641800,INTU
2000-04-04,22.88298225402832,23.2980302997483,20.199004891705773,22.550943817452335,6051000,INTU
2000-04-05,21.969871520996094,23.13200578281201,20.80773725918018,22.13589070125551,4831800,INTU
2000-04-06,21.582496643066406,22.578611872746393,21.195118498190855,22.44026253529084,4567800,INTU
2000-04-07,22.274250030517578,22.550948788660655,21.637842886788505,21.776192265860043,5081200,INTU
2000-04-10,18.15142822265625,20.946084092303018,17.70871046112805,20.946084092303018,18780400,INTU
2000-04-11,17.487346649169922,18.234432661080664,16.60191137579423,18.234432661080664,15840800,INTU
2000-04-12,16.574241638183594,18.151423229797057,15.993174736010213,17.930064409921485,9848800,INTU
2000-04-13,15.77182388305664,17.76405426828485,15.605804684287623,16.62958974336323,8707000,INTU
2000-04-14,14.166973114013672,17.764056131243706,14.111633375287056,15.329107627272606,8450800,INTU
2000-04-17,14.997068405151367,15.495126027462668,13.502895538217468,14.056292896341134,9897600,INTU
2000-04-18,16.26988410949707,16.435903335104182,14.60969185342594,15.495127723330542,8987800,INTU
2000-04-19,15.467452049255371,16.601916331937787,15.246093164829533,16.601916331937787,6167000,INTU
2000-04-20,15.495121002197266,15.661140155792237,14.997063541412354,15.522790861129762,5299600,INTU
2000-04-24,14.056292533874512,15.273766690351833,13.281536252479855,15.246096823159165,4764800,INTU
2000-04-25,15.744150161743164,15.910169319863478,14.415996896780648,14.775705072707996,7320000,INTU
2000-04-26,16.435895919799805,17.819388842341876,15.716479600077928,15.827159033881292,9067600,INTU
2000-04-27,17.708717346191406,17.847066700458527,15.08007961511612,16.21454432010651,5984800,INTU
2000-04-28,15.910175323486328,18.040755323327105,15.716486232591713,17.9854155830715,7443600,INTU
2000-05-01,15.993186950683594,16.823283159196585,15.937847203449394,16.43590492855719,8182600,INTU
2000-05-02,15.27376937866211,16.38056426117386,15.107750146285348,16.159205284671508,3994800,INTU
2000-05-03,14.194643020629883,15.080078842579505,13.779594979090998,15.080078842579505,4286800,INTU
2000-05-04,14.831052780151367,15.218431024409051,14.222315539175005,14.60969378343269,3901400,INTU
2000-05-05,15.329108238220215,15.605806942881228,14.388332642372763,14.416002512838865,3266000,INTU
2000-05-08,14.166973114013672,15.41211723536253,14.139303244650364,15.356777496635914,3335800,INTU
2000-05-09,13.973281860351562,14.332990106261603,13.032506447971459,14.332990106261603,7109200,INTU
2000-05-10,13.364543914794922,14.222309673301428,13.060175419841,13.890271315169876,3468600,INTU
2000-05-11,13.309209823608398,13.72425794700575,12.755812325745264,13.72425794700575,9037200,INTU
2000-05-12,12.645133018493652,13.447559402599376,12.53445351723769,13.419889527285386,9774400,INTU
2000-05-15,12.506778717041016,12.838817090059804,12.0640608863493,12.811147225641571,7265200,INTU
2000-05-16,12.562118530273438,12.70046785329407,12.202410290419794,12.61745825948169,6191400,INTU
2000-05-17,12.396099090576172,12.811147051198143,12.230079906327385,12.479108682700566,5553600,INTU
2000-05-18,11.566003799438477,12.534449093649833,11.399984606145102,12.506779228100937,4422600,INTU
2000-05-19,12.894155502319336,13.281533564620776,11.593672007450218,11.593672007450218,12331600,INTU
2000-05-22,12.534451484680176,13.170858513703672,11.732025230694028,13.115518772049455,17671000,INTU
2000-05-23,11.98105239868164,12.94949774268593,11.842703063823885,12.562119605084215,8298200,INTU
2000-05-24,15.522798538208008,15.937846627464907,12.783481149112477,13.108602996781213,27602400,INTU
2000-05-25,14.139302253723145,16.989298598407068,13.945613181754334,15.605805227201278,13247600,INTU
2000-05-26,14.748038291931152,14.83104788832101,14.111631386275587,14.388330040908441,6455400,INTU
2000-05-30,16.93395233154297,16.961622188293855,15.21842121298796,15.24609106973885,5450600,INTU
2000-05-31,16.048521041870117,16.82327723009833,15.99318131413953,16.65725804690657,3549800,INTU
2000-06-01,16.989301681518555,17.266000405973255,16.325224742827274,16.380564487718214,3669600,INTU
2000-06-02,18.123754501342773,18.372783189147484,17.43200814632969,17.93006552193911,6545600,INTU
2000-06-05,18.8708438873291,19.313561632486383,17.985408397014538,18.123757692376188,7367800,INTU
2000-06-06,17.210649490356445,18.511132651203315,17.09997007241203,18.455792942231106,6086800,INTU
2000-06-07,16.684934616088867,17.708719990542082,15.937847991487873,17.487360990660306,9257000,INTU
2000-06-08,16.491239547729492,17.044636847988873,16.435899817703554,17.0169669829759,4219800,INTU
2000-06-09,17.07231330871582,17.764060201289393,16.657265173171673,16.878624178795217,5625000,INTU
2000-06-12,16.131528854370117,17.238323286916952,16.103858993556447,17.21065342610328,2816600,INTU
2000-06-13,16.15920066833496,16.68492808733901,15.993181483386314,16.15920066833496,3736800,INTU
2000-06-14,16.35289192199707,16.60192073299195,16.18687271466715,16.21454258255547,4353400,INTU
2000-06-15,16.96163558959961,17.04464522543778,15.578141658963425,16.51891753179603,3689400,INTU
2000-06-16,16.913206100463867,17.155317435235336,16.546580364952792,16.712599565938937,5040200,INTU
