Date,Open,High,Low,Close,Volume,Ticker
2000-01-03,15.74963665008545,16.480799204731824,15.65083089945756,15.90772585109007,1369400,LIN
2000-01-04,15.472982406616211,15.670593931604923,15.374176644121855,15.591549321609438,983600,LIN
2000-01-05,15.74963665008545,16.02629275184354,15.47298054832736,15.47298054832736,3410600,LIN
2000-01-06,16.915550231933594,16.974833702372614,15.710119666340196,15.749641979966208,2463600,LIN
2000-01-07,16.935306549072266,17.05387345606694,16.57960582808825,16.836500793243374,2128400,LIN
2000-01-10,16.95507049560547,16.994592804453035,16.737697796943863,16.81674241463899,1391600,LIN
2000-01-11,17.23172950744629,17.370057611290466,16.87602866898983,16.87602866898983,2303600,LIN
2000-01-12,16.935306549072266,17.350290723553616,16.61912813041981,17.15267921189583,1497600,LIN
2000-01-13,16.698184967041016,17.251497605002136,16.698184967041016,16.91555778909717,1135200,LIN
2000-01-14,16.89578628540039,17.073636667351973,16.85626397830004,16.89578628540039,995200,LIN
2000-01-18,16.164628982543945,16.619135665427212,15.927495061039634,16.579613345176494,1185000,LIN
2000-01-19,15.552030563354492,15.947253703465153,15.374180150304696,15.92749254645962,1538400,LIN
2000-01-20,14.978951454162598,15.472980196054504,14.38611696389231,15.472980196054504,1869400,LIN
2000-01-21,14.820871353149414,15.097527618408204,14.761587867736818,15.058005294799806,1574400,LIN
2000-01-24,15.4136962890625,15.492740885416666,14.623250325520832,14.741817220052083,2158000,LIN
2000-01-25,13.892093658447266,14.860390371482707,13.398064723225101,14.781345741847161,3920200,LIN
2000-01-26,13.57591724395752,14.148990897632583,13.358544478770426,13.892095811502381,2475200,LIN
2000-01-27,13.832810401916504,13.9118550327846,13.319020301273891,13.358542616707938,2670800,LIN
2000-01-28,12.904037475585938,13.753767355295272,12.647142395673814,13.714245035308792,2028200,LIN
2000-01-31,12.88427448272705,12.963319111455437,12.17287282417157,12.963319111455437,2810000,LIN
2000-02-01,12.963318824768066,13.04236345174836,12.508812219631382,12.80522957080748,2200800,LIN
2000-02-02,12.330963134765625,12.963320218599758,12.014784592848557,12.963320218599758,3565200,LIN
2000-02-03,12.805229187011719,13.141168841609248,12.568095313178167,12.60761762548376,3135600,LIN
2000-02-04,13.081881523132324,13.20044842515467,12.706419666728223,12.72618081706528,2354600,LIN
2000-02-07,13.279497146606445,13.398064085415431,13.042363268988472,13.16093020779746,3286000,LIN
